skip	order_id	product_id	description	price	quantity	is_ready	outlay	outlayPacking
568	262	1	Набор бело-фиолетовый девичник	165	1	1	49	0
569	262	1	Гирлянда-фамилия Коваленко фиол круг	85	1	1	17	0
570	262	1	Приглашения  10 шт+невесте	165	1	1	5	0
571	263	1	Набор черно-розовый девичник	165	1	1	49	0
572	263	1	Гирлянда фамилия роз-черн Лиса	60	1	1	4,8	0
573	264	1	Топперы Мишка беж с гол и син лентой 10 шт	70	1	1	6,5	0
574	265	1	Гирлянда Брит-Мила baby  стандарт 6 шт	720	1	1	85	0
575	265	1	гирлянда в электронке	100	1	1	0	0
576	265	1	гирлянда флажок А4 Б-М 28 ияра 5778! 30 грн/лист	600	1	1	79	0
577	265	1	гирлянда флажок А4 Baby Золотаревский	510	1	1	71	0
578	266	1	Конверт для локона шарики	50	1	1	4,5	0
579	266	1	Гирлянда 12 месяцев	150	1	1	26,6	0
580	266	1	Фотобутафория  голуб возд шарики 16 шт	90	1	1	19,25	0
581	267	1	Набор бело-розовый девичник	170	1	1	49	0
582	267	1	Гирлянда фамилия Кобец	80	1	1	12,7	0
583	268	1	гирлянды-звездочки серебро	60	1	1	6	0
584	268	1	Буквы серебро наклейки	40	1	1	2	0
585	269	1	Фотобутафория усы губы бабочки	100	1	1	1,5	0
586	269	1	гирлянда мишки тедди бирюза	120	1	1	8	0
587	269	1	конверт для локона	45	1	1	2	0
588	269	1	колпачки на голову 3 шт	45	1	1	6	0
589	269	1	гирлянда-звезды бел-мятн	60	1	1	0,7	0
590	270	1	Топперы 6 шт Принцесс крестины	42	1	1	1,5	0
591	270	1	фотобутафория персик-серебро Крестины	90	1	1	25,95	0
592	271	1	коробочки для попкорна 6 шт (10 грн/шт)	60	1	1	22,2	0
593	272	1	обертки на батончики рошен 5 шт мята крещение	25	1	1	7,4	0
594	272	1	Гирлянды-кружочки 7 шт по 170 см	240	1	1	20	0
595	273	1	Набор бело-розовый Девичник	160	1	1	45,7	0
596	274	1	гирлянда сердечки-ангелочки бело-золото	80	1	1	8	0
597	274	1	Гирлянда Ангел роз-без Хрестини Аліси	130	1	1	12,1	0
598	275	1	Набор фотобутафории 6 табличек, корона и звездочка	100	1	1	25,7	0
599	276	1	набор фотобутафории бело-розовый Девичник	160	1	1	45,7	0
600	277	1	Гирлянда Христ 1 рочок бело-роз	150	1	1	15,8	0
601	277	1	гирлянда-звездочки роз-бел-серебро	60	1	1	5	0
602	278	1	Колпачки 10 шт Динозавры	150	1	1	41	0
603	278	1	Топперы 10 шт дино	60	1	1	0	0
604	278	1	Гирлянда-лапки 3 м	60	1	1	20	0
605	278	1	Гирлянда Олежке 6 лет	100	1	1	11,6	0
606	278	1	Набор фотобутафории Динозавры	100	1	1	35,85	0
607	278	1	Топпер в торт 6ка	40	1	1	0,25	0
608	279	1	Набор фотобутафории пин ап таблички розовые  Девичник	120	1	1	39,5	0
609	279	1	Набор губки красные	50	1	1	6,2	0
610	279	1	Гирлянда  мейсон Брайд ту би	110	1	1	11,7	0
611	280	1	Набор фотобутафории бело-фиол Девичник	170	1	1	45,7	0
612	281	1	набор фотобутафории черно-розовый Девичник	160	1	1	45,7	0
613	282	1	Набор фотобутафории пин ап таблички розовые  Девичник	120	1	1	39,5	0
614	283	1	Гирлянда Yanas bride team Викт Сикрет	120	1	1	14,8	0
615	283	1	Гирлянда фамилия Сороковая	80	1	1	8,2	0
616	284	1	бирочки кольца на бокалы  8 шт на англ	40	1	1	7,4	0
617	284	1	Набор Шанель на англ	80	1	1	31,6	0
618	284	1	Гирлянда Арнаут пати на англ Шанель	120	1	1	12,1	0
619	285	1	гирлянда-звездочки бело-голубые	60	1	1	1	0
620	285	1	конверт для первого локона	50	1	1	3,9	0
621	285	1	колпачки на голову  5 шт	75	1	1	19	0
622	285	1	этикетки на батончики рошен 10 шт	50	1	1	18,5	0
623	285	1	Гирлянда Марку 1 рочок с тедди	90	1	1	11,6	0
624	285	1	Фотобутафория с тедди 15 шт	85	1	1	50,4	0
625	286	1	гирлянда ромашки белая 2 шт	140	1	1	1	0
626	287	1	Набор бело-голубой Девичник	160	1	1	45,7	0
627	288	1	Набор бело-лимонный Девичник	170	1	1	45,7	0
628	289	1	Набор летний Девичник	80	1	1	17,8	0
629	290	1	Гирлянда-кружочки бел-син-сер-голуб	60	1	1	1	0
630	290	1	гирлянда-звездочки бел-голуб-син-сер	60	1	1	2	0
631	291	1	конверт чб	45	1	1	4,2	0
632	291	1	гирлянда-звезды черн-бел-серебро	60	1	1	5	0
633	291	1	Гирлянда HB черная с белым текстом	110	1	1	12,1	0
634	291	1	топперы единички серебро 3 шт	15	1	1	3,7	0
635	291	1	топперы кружочки Семе годик 4 шт	20	1	1	3,7	0
636	291	1	топперы бабочки чб 3 шт	15	1	1	0	0
637	291	1	колпачок Чб серый с черным	15	1	1	3,7	0
638	291	1	Фотобутафория 15 шт	85	1	1	29,65	0
639	291	1	метрика	150	1	1	41,7	0
640	291	1	конверт 18 лет	45	1	1	4,2	0
641	292	1	Набор фотобутафории возд шар увеличенный	130	1	1	34,6	0
642	292	1	метрика	150	1	1	41,7	0
643	293	1	Конверт с возд шаром	50	1	1	8,4	0
644	293	1	гирлянда 12 месяцев возд шар	150	1	1	29,5	0
645	294	1	Гирлянда мейсон Леся пинк пати	150	1	1	20,5	0
646	295	1	Набор фотобутафории возд шар  крестины	90	1	1	17,3	0
647	296	1	Набор Свадебный Микки  145 грн	120	1	1	0	0
648	297	1	Набор фотобутафории с машинкой и птичками 150	120	1	1	19,55	0
649	297	1	Таблички MR и MRS	73	1	1	8,4	0
650	297	1	Набор фотобут розовый свадебный	90	1	1	23,25	0
651	297	1	Набор фотобутафории Эмодзи	110	1	1	32,15	0
652	298	1	топпер в торт серебро с черным и лентами	55	1	1	24,2	0
653	299	1	Гирлянда это мальчик	85	1	1	9,75	0
654	299	1	набор фотобутафории серо-бирюзовый беби шауэр	75	1	1	18,9	0
655	300	1	Конверт с возд шаром	0	1	1	3,7	0
656	300	1	Метрика Инне	0	1	1	7,4	0
657	300	1	Конверт Инне	0	1	1	8,7	0
658	301	1	гирлянда фамилия карпенко	75	1	1	8,2	0
659	301	1	приглашение в конверте	30	1	1	12,7	0
660	302	1	Гирлянда Владику босс синяя	100	1	1	11,7	0
661	302	1	колпачок синий босс	15	1	1	4,2	0
662	303	1	Наклейки 12 месяцев стикеры	60	1	1	11,1	0
663	304	1	Гирлянда бел-зол-бирюза Крестині босс	110	1	1	15,8	0
664	304	1	Фотобутафория босс бело-зол-бирюза	120	1	1	30,15	0
665	305	1	Набор фотобутафории Возд шар большой на укр яз	150	1	1	34,6	0
666	305	1	колпачки возд шар 10 шт	150	1	1	37	0
667	305	1	Гирлянда З ДН возд шар	150	1	1	19,5	0
668	306	1	Набор фотобутафории бело-красный измененный	90	1	1	39,5	0
669	306	1	Набор фотобутафории на мальчишник черно-красный	90	1	1	28,4	0
670	307	1	конверт синий в звезды Максиму	50	1	1	3,9	0
671	307	1	Гирлянда синяя максиму	115	1	1	15,6	0
672	307	1	метрика	150	1	1	38,7	0
673	308	1	Гирлянда кейт брайд пати	130	1	1	15,8	0
674	308	1	Губки красные 10 шт	50	1	1	6,2	0
675	308	1	Набор фотобутафории облачка цветные 12 шт	120	1	1	47,4	0
676	308	1	гирлянда-фамилия Кравчук	60	1	1	7,9	0
677	309	1	Гирлянда тачки фиол Максику	110	1	1	15,8	0
678	309	1	топперы 12 шт	72	1	1	4,95	0
679	309	1	топпер в торт	30	1	1	0,25	0
680	310	1	Набор фотобутафории бело-голубой Девичник изменен	150	1	1	45,7	0
681	311	1	Набор фламинго 24 шт	130	1	1	28,7	0
682	312	1	Топпер Стас и Ксюша	40	1	1	3,7	0
683	313	1	Гирлянда черно золотая Дивич вечир	100	1	1	12,1	0
684	313	1	Фотобутафория шанель без значка	80	1	1	16,8	0
685	314	1	Набор бело-голубой Девичник	160	1	1	45,7	0
686	315	1	Набор фотобутафории на выпускной	120	1	1	29,6	0
687	316	1	гирлянда-фамилия Сальник	65	1	1	8,4	0
688	316	1	Набор фотобутафории бирюза зол Девичник	110	1	1	41,25	0
689	317	1	Фотобутафория 30 лет чено-золотая	160	1	1	35,6	0
690	318	1	постер папа супергерой с рамкой	100	1	1	41,7	0
691	319	1	Набор фотобутафории розовій с золотом	0	1	1	25,2	0
692	319	1	колпачки 3 шт	0	1	1	11,1	0
693	319	1	Гирлянда Крис 6 мес	0	1	1	8	0
694	320	1	Набор фотобутафории на выпускной школа	105	1	1	41,6	0
695	321	1	Гирлянда Златочке бабочки	130	1	1	15,8	0
696	321	1	Гирлянда бабочки-кружки 18 м	360	1	1	40	0
697	322	1	Набор бело-голубой Девичник	160	1	1	45,7	0
698	323	1	Гирлянда Дивич вечир в цвет набора	130	1	1	11,6	0
699	323	1	Набор бело-розовый Девичник	165	1	1	45,7	0
700	324	1	Гирлянда Вже не гейда	100	1	1	8,4	0
701	324	1	гирлянда-сердечки 4 м роз-золото	80	1	1	10	0
702	324	1	Гирлянда Тассел 10 шт	80	1	1	30	0
703	324	1	Набор фотобутафории летний на укр	85	1	1	17,8	0
704	325	1	Гирлянда Дивич вечир красн-черн	100	1	1	12,1	0
705	325	1	Набор фотобутафории черно-красный Девичник укр	120	1	1	45,7	0
706	326	1	Фотобутафория Босс	130	1	1	30,15	0
707	326	1	метрика литл мен	160	1	1	41,7	0
708	327	1	Гирлянда на польском	230	1	1	23,2	0
709	327	1	Набор фотобутафории на польском	100	1	1	25,2	0
710	328	1	Волш палочка	120	1	1	0	0
711	328	1	письмо из хогвартса	20	1	1	4	0
712	328	1	Билет на поезд	60	1	1	0	0
713	328	1	Карта мародеров	130	1	1	4	0
714	329	1	Кольца на бокалы	25	1	1	3,7	0
715	330	1	Гирлянда  12 месяцев с тедди бел-сер-голуб	150	1	1	19,5	0
716	330	1	конверт с тедди	50	1	1	3,9	0
717	330	1	фотобутафория с тедди (как босс)	120	1	1	30,15	0
718	331	1	Фотобутафория Босс	120	1	1	30,15	0
719	332	1	метрика 50 лет	150	1	1	41,7	0
720	332	1	колпачок Светуле 18	10	1	1	3,7	0
721	333	1	Сертификат невесты с фото	100	1	1	41,7	0
722	333	1	Набор пудровый девичник	165	1	1	45,7	0
723	334	1	Набор бело-розовый Девичник	165	1	1	45,7	0
724	334	1	Гирлянда-фамилмя Ревук роз с черн	70	1	1	6,05	0
725	335	1	конверт для 1 локона чб-зол	50	1	1	3,7	0
726	335	1	Фотобутафория	95	1	1	18,05	0
727	335	1	Топпер в торт	40	1	1	0	0
728	335	1	усы-топперы 2 шт	10	1	1	0	0
729	335	1	приглашения на ДР 10 шт	60	1	1	7,4	0
730	336	1	Гирлянда-фамилия Илащук роз с черным	80	1	1	6,35	0
731	336	1	Гирлянда Алина брайд тим	150	1	1	16,8	0
732	337	1	Гирлянда Дивич вечир марсала	110	1	1	12,1	0
733	337	1	Гирлянда-фамилия  Карпенко марсала	90	1	1	8,4	0
734	337	1	Бирочки на бокалы 9 шт	45	1	1	3,7	0
735	338	1	Гирлянда-звездочки роз-зол 4 м	80	1	1	15	0
736	338	1	Гирлянда текст Сашуня роз с золотом	230	1	1	15,8	0
737	339	1	Гирлянда букві золотые Miss	155	1	1	60	0
738	339	1	Гирлянда буквы золотые фамилия	145	1	1	20	0
739	340	1	Речевые облака 3 шт серые	50	1	1	11,85	0
740	340	1	колпачки 3 шт серые	45	1	1	8,4	0
741	340	1	топперы кружочки 6 шт	30	1	1	4,2	0
742	340	1	гирлянда на сером HB	130	1	1	21,1	0
743	340	1	топперы-звездочки серебро 6 шт	48	1	1	2	0
744	340	1	топпер в торт серебро HB	30	1	1	0	0
745	341	1	Сертификат невесты с фото	0	1	1	38,7	0
746	342	1	Набор фотобутафории черно-белый с лентами чб 12 шт	150	1	1	47,4	0
747	343	1	Гирлянда текстовая единорог Никусе	100	1	1	0	0
748	343	1	гирлянда-звезды 3 м	60	1	1	0	0
749	343	1	метрика единорог	150	1	1	0	0
750	343	1	Колпачок единорог	15	1	1	0	0
751	343	1	бирочки 40 шт	80	1	1	0	0
752	344	1	Фотобутафория Босс на русс	75	1	1	30,15	0
753	345	1	Приглашения на Девичник 9 шт	135	1	1	0	0
754	345	1	Гирлянда Это моя ночь бело-синяя	120	1	1	0	0
755	345	1	Гирлянда дивич вечир	110	1	1	0	0
756	345	1	Гирлянда фамилия Булковська	120	1	1	0	0
757	346	1	Гирлянда-фамилия Ткаченко	110	1	1	0	0
758	346	1	набор фотобутафории бело-розовый Девичник	170	1	1	45,7	0
759	347	1	Кольца на бокалы пустые на мате! 16 шт	80	1	1	0	0
760	347	1	губки-трубочки 16 шт	80	1	1	0	0
761	347	1	Набор топперы Пыськи 5 шт мини	25	1	1	0	0
762	348	1	Набор фотобутафории песик с зол буквами	85	1	1	0	0
763	349	1	Фотобутафория красная на Дев-к!!!	0	1	1	0	0
764	350	1	Гирлянда роз горох полоска с новым золотом	140	1	1	0	0
765	351	1	Набор фотобутафории 6 мес малиновый	75	1	1	0	0
766	352	1	Приглашения 6 шт	90	1	1	0	0
767	352	1	Набор фотобутафории бело-голубой Девичник	160	1	1	45,7	0
768	353	1	Топперы фламинго и ананасики 12 шт	72	1	1	3,7	0
769	353	1	Топпер в торт 1	35	1	1	0	0
770	353	1	конверт	50	1	1	0	0
771	353	1	Гирлянда 12 месяцев единорог бирюза серебро	150	1	1	0	0
772	354	1	Гирлянда Дивич вечир яркая	130	1	1	0	0
773	354	1	Набор фотобутафории розовый на 12 шт	150	1	1	0	0
774	355	1	маски Marshmello 24	480	1	1	0	0
775	356	1	набор фотобутафории бело-розовый Девичник	170	1	1	45,7	0
776	357	1	Гирлянда дивич вечир черно-розовая	110	1	1	0	0
777	357	1	трубочки 9 шт	18	1	1	0	0
778	357	1	помпоны 5 шт	15	1	1	0	0
779	358	1	Гирлянда-фамилия Ruzhanska	100	1	1	0	0
780	358	1	Гирлянда Таня брайдал шауер	190	1	1	0	0
781	358	1	Набор фотобутафории джинс в розовом!	140	1	1	0	0
782	358	1	Наклейка на шампанское в чб	10	1	1	0	0
783	358	1	Бирки на шампанское 2 шт	10	1	1	0	0
784	359	1	Табличка-фамилия Мартинець	40	1	1	0	0
785	360	1	Табличка именная на ленте	40	1	1	0	0
786	361	1	Набор фотобутафории Китти	50	1	1	19,75	0
787	362	1	приглашения трусики Девичник 1 шт невесте	15	1	1	0	0
788	362	1	Гирлянда-фамилия Костюкович	110	1	1	0	0
789	362	1	набор фотобутафории черно-розовый Девичник	170	1	1	45,7	0
790	363	1	Гирлянда-ананасики Дивич вечир	130	1	1	0	0
791	363	1	Набор фотобутафории арбуз на укр	90	1	1	17,8	0
792	364	1	Кольца на бокалы 4 шт	28	1	1	0	0
793	364	1	топперы Пыськи большие 3 шт	24	1	1	0	0
794	365	1	Набор фотобутафории розовый полосатый	0	1	1	0	0
795	366	1	Постер на годовщину	60	1	1	45,4	0
796	366	1	Топпер и наклейка	60	1	1	6,05	0
797	367	1	Набор фотобутафоии Босс мол	90	1	1	30,15	0
798	367	1	Топпер в торт	40	1	1	0	0
799	367	1	этикетки на батончики рошен 10 шт	60	1	1	0	0
800	368	1	Гирлянда HB Arisha	200	1	1	18,5	0
801	368	1	Гирянда тассел 10 шт	80	1	1	0	0
802	368	1	гирлянда-сердечки 3 м	60	1	1	0	0
803	368	1	гирлянда-звездочки 6 м	120	1	1	0	0
804	369	1	Набор фотобутафории бело-голубой Девичник	170	1	1	45,7	0
805	370	1	набор фотобутафории бело-розовый Девичник	170	1	1	45,7	0
806	371	1	Набор фотобутафории свадебный Lo Ve	90	1	1	0	0
807	372	1	2 таблички Босс	40	1	1	4,2	0
808	373	1	Набор фотобутафории черный дерзкий	130	1	1	0	0
809	374	1	Набор фотобутафории черный дерзкий	130	1	1	0	0
810	375	1	гирлянда роз полоска горох с золотом обычным	170	1	1	0	0
811	375	1	гирлянда-звездочки роз-золото 3 м	60	1	1	0	0
812	376	1	Набор фотобутафории бело-бордовый	170	1	1	0	0
813	377	1	Набор фотобутафории Девичник чб в синем и изменить укр	120	1	1	39,5	0
814	377	1	Приглашения 9 шт без даты	135	1	1	0	0
815	378	1	Набор фотобутафории бело-фиол Девичник	170	1	1	45,7	0
816	379	1	Набор розовый девичник	130	1	1	0	0
817	379	1	Гирлянда-фамилия роз Фараджаева	100	1	1	0	0
818	380	1	набор фотобутафории черно-розовый Девичник	170	1	1	45,7	0
819	381	1	Набор фотобутафории бирюза золото Девичник	170	1	1	56,8	0
820	382	1	набор фотобутафории черно-розовый Девичник укр яз	150	1	1	45,7	0
821	383	1	Набор фотобутафории на Девичник цветной	120	1	1	47,4	0
822	384	1	Фотобутафория черно-золотая 2 роки+гирлянды	0	1	1	0	0
823	385	1	Набор фотобутафории черно-розовый девичник	170	1	1	45,7	0
824	385	1	топперы Пыськи маленькие 9 шт	63	1	1	0	0
825	386	1	Сертификат невесты с рамкой	100	1	1	3,7	0
826	387	1	Гирлянда-фамилмия Подоляка	100	1	1	8,4	0
827	387	1	Набор фотобутафории чб облачка Девичник 10 шт	130	1	1	39,5	0
828	388	1	Набор фотобутафории куклы ЛОЛ	90	1	1	0	0
829	388	1	Гирлянда  HB	130	1	1	29,6	0
830	388	1	Колпачки 6 шт	90	1	1	22,2	0
831	388	1	Топперы 6 шт	36	1	1	3,7	0
832	389	1	Набор черно-розовый Девичник укр	170	1	1	45,7	0
833	390	1	гирлянда единорог роз с малиновыми буквами	190	1	1	0	0
834	390	1	Гирлянда-звезды роз-бирюза 3м	60	1	1	0	0
835	391	1	Юбочки для кексов 10 шт	70	1	1	0	0
836	391	1	топперы 10 шт	70	1	1	0	0
837	391	1	Фотобутафория Фламинго пати	120	1	1	28,7	0
838	391	1	лист монстеры	25	1	1	0	0
839	391	1	гирлянда листья-фламинго	250	1	1	58,5	0
840	392	1	Гирлянда Traveling	240	1	1	44,4	0
841	392	1	Фотобутафория черно-розовая свадебная	110	1	1	23,25	0
842	393	1	метрика	160	1	1	0	0
843	393	1	гирлянда текстовая крещение	140	1	1	26,9	0
844	393	1	гирлянда-звезды 3 м	60	1	1	0	0
845	393	1	Фотобутафория роз со звездами	120	1	1	25,2	0
846	394	1	Набор бело-розовый девичник измененный	170	1	1	45,7	0
847	395	1	Набор Кантри розовый	120	1	1	0	0
848	396	1	Гирлянда Сашуні в голуб	120	1	1	12,1	0
849	396	1	Колпачки 6 шт голуб	90	1	1	22,2	0
850	396	1	Гирлянда 12 мес Возд шар	160	1	1	15,8	0
851	397	1	колпачки 30 шт	450	1	1	111	0
852	398	1	гирлянда текстовая круги Влад	220	1	1	15,8	0
853	398	1	Фотобутафория Босс на русс	120	1	1	30,15	0
854	398	1	конверт	50	1	1	3,7	0
855	398	1	пригласительные 13 шт	130	1	1	0	0
856	398	1	фотобутафория синяя	100	1	1	11,1	0
857	399	1	Набор фотобутафории желт Девичник	170	1	1	45,7	0
858	400	1	Набор фотобутафории в синем	120	1	1	39,5	0
859	400	1	Гирлянда-фамилия Бевза в синем	80	1	1	4,5	0
860	401	1	Гирлянда роз с черным Девичник	90	1	1	7,9	0
861	401	1	Гирлянда фамилия Коробченко	100	1	1	9,25	0
862	402	1	Плакат с бабочками	100	1	1	17	0
863	402	1	Коробочки для попкорна 5 шт (10 грн/шт)	50	1	1	18,5	0
864	403	1	Гирлянда-фамилия Корнух	80	1	1	8,4	0
865	403	1	Фотобутафория пинап облачка	150	1	1	39,5	0
866	404	1	Гирлянда-фамилия Теплицкая	120	1	1	8,2	0
867	404	1	Набор фотобутафории красный Девичник	140	1	1	29,4	0
868	405	1	набор фотобутафории бело-розовый Девичник	170	1	1	0	0
869	406	1	Набор чб облачка Девичник на укр	130	1	1	39,5	0
870	406	1	Гирлянда-фамилия Колосовська	120	1	1	12,1	0
871	407	1	Гирлянда-фамилия Вербенец	100	1	1	0	0
872	407	1	Фотобутафория набор розовій в синем цвете	130	1	1	0	0
873	408	1	Приглашения 10+невеста	165	1	1	0	0
874	408	1	сертификат невесты с фото	120	1	1	41,7	0
875	408	1	Гирлянда Дивич вечир	110	1	1	0	0
876	409	1	Набор фотобутафории Девичник бело-красный	170	1	1	0	0
877	409	1	Гирлянда-фамилия Шеремет красно-белая	90	1	1	0	0
878	410	1	Стикеры 12 месяцев для мальчика	80	1	1	0	0
879	411	1	Фотобутафория Фламинго изменить!	120	1	1	28,7	0
880	411	1	Гирлянда-ананасики Полине	150	1	1	0	0
881	411	1	Топперы фламинго и ананасики 10 шт	60	1	1	0	0
882	412	1	Наклейка на бутылку	50	1	1	0	0
883	413	1	Фотобутафория розовая Девичник с другим текстом	110	1	1	0	0
884	414	1	Набор фотобутафории в зеленом Девичник изменить	140	1	1	0	0
885	415	1	Набор фотобутафории розовый пинап на укр	140	1	1	0	0
886	415	1	Гирлянда викт сикрет Дивич	110	1	1	0	0
887	416	1	Набор черно-роз Девичник укр	180	1	1	45,7	0
888	417	1	Топперы мишки тедди 17 шт	119	1	1	0	0
889	417	1	конверт для локона	45	1	1	0	0
890	417	1	Речевые облака 4 шт розовые	60	1	1	0	0
891	418	1	Гирлянда-фамилия Бегар	80	1	1	0	0
892	418	1	набор фотобутафории бело-розовый Девичник	170	1	1	0	0
893	419	1	Гирлянда-фамилия Ницимайло	100	1	1	0	0
894	419	1	Фотобутафория  бело-голубая Девичник на рус	180	1	1	0	0
895	419	1	Фата белая 3 яруса	60	1	1	0	0
896	420	1	Гирлянда текст бело-фиол	110	1	1	0	0
897	420	1	Гирлянда-бабочки	80	1	1	0	0
898	420	1	метрика с фото	180	1	1	3,7	0
899	420	1	Топперы 6 грн 10 шт	60	1	1	0	0
900	420	1	Колпачки 6 шт	90	1	1	22,2	0
901	420	1	наклейки на бутылки 6 шт по 7 грн	42	1	1	3,7	0
902	421	1	Фата 7 шт	420	1	1	289	0
903	421	1	Фотобутафория  бело-голубая Девичник на рус	180	1	1	45,7	0
904	422	1	Конверт	50	1	1	3,7	0
905	422	1	Фотобутафория Босс Тимур	120	1	1	0	0
906	423	1	Таблички MR и MRS марсала	70	1	1	7,9	0
907	423	1	Гирлянда Just Married марсала	120	1	1	0	0
908	423	1	Фотобутафория свадебная со стрелками изменить	110	1	1	0	0
909	424	1	Фотобутафория Фламинго с изменениями	120	1	1	28,7	0
910	425	1	Гирлянда-Фамилия Колесникова бирюза	120	1	1	0	0
911	426	1	Приглашение+конверт	30	1	1	1,85	0
912	426	1	наклейки на бутылки Девичник 3 шт	75	1	1	3,7	0
913	427	1	Таблички черно-розовые укр девичник 10 шт	150	1	1	0	0
914	428	1	Набор топперы Пыськи 10 шт мини	80	1	1	0	0
915	429	1	Карта мародеров	130	1	1	0	0
916	429	1	Палочка	120	1	1	0	0
917	429	1	билет	20	1	1	0	0
918	429	1	письмо из хогвартса	60	1	1	0	0
919	429	1	ключ с крылышками	20	1	1	0	0
920	430	1	Набор фотобут черно-золотой ДР	130	1	1	29,05	0
921	431	1	Гирлянда роз-белая с короной Даниєлле	130	1	1	0	0
922	431	1	Коробочки для попкорна 2 шт (20 грн/шт)	40	1	1	0	0
923	432	1	Гирлянда-фамилия Стогнийчук	80	1	1	9,25	0
924	432	1	Набор красно-белый Девичник	165	1	1	0	0
925	432	1	Наклейка на бутылку яна	25	1	1	1,85	0
926	433	1	Гирлянда-звездочки 4 м (2 по 2) черно-серебро глиттер	100	1	1	0	0
927	433	1	Облачко серебристое	15	1	1	0	0
928	434	1	колпачки 12 шт	0	1	1	0	0
929	434	1	Гирлянда маймел	0	1	1	0	0
930	434	1	Гирлянда-кружочкибел-беж-серебро	0	1	1	0	0
931	434	1	гирлянда-треугольнички бел-беж-серебро	0	1	1	0	0
932	434	1	Гирлянда Тассел бел-беж-серебро	0	1	1	0	0
933	435	1	Фотобутафория цветые облачка девичник	140	1	1	47,4	0
934	436	1	Кольца на бокалы 10 шт мат	60	1	1	7,4	0
935	436	1	Гирлянда-ананасики Дивич вечир	130	1	1	22,8	0
936	436	1	Фотобутафория Фламинго изменить!	130	1	1	22,2	0
937	436	1	Трубочки желтые 10 шт	30	1	1	15	0
938	437	1	Фотобутафория 7 шт марсала	90	1	1	27,65	0
939	437	1	Тассел 12 шт бордо-золото	120	1	1	0	0
940	437	1	Гирлянда Дивич вечир бордо с золотом	110	1	1	11,6	0
941	437	1	Топперы 5 шт в стиль табличек	30	1	1	0	0
942	438	1	Гирлянда-фамилия руденко в розовом	100	1	1	8	0
943	438	1	Наклейка на бутылку розовая и бирка!	30	1	1	1,85	0
944	439	1	Фотобутафория выборочно	140	1	1	0	0
945	439	1	Топперы 5 шт	50	1	1	0	0
946	440	1	Приглашения трусики 9 шт розовіе с черн и 1 белое	150	1	1	5	0
947	440	1	Гирлянда с хештегом	140	1	1	0	0
948	441	1	Бело-розовая фотобутафория	170	1	1	45,7	0
949	441	1	Фата 1 ярус	40	1	1	0	0
950	442	1	Гирлянда фамилия Гренджа	100	1	1	0	0
951	442	1	Фотобутафория черно-золотая Девичник	100	1	1	0	0
952	443	1	Набор бело-голуб на рус и фата длиннее	0	1	1	0	0
953	444	1	Гирлянда-фамилия Калаус	100	1	1	4,7	0
954	444	1	Гирлянда Hen party черно-золото	100	1	1	0	0
955	444	1	Фотобутафория 7 шт выборочно	110	1	1	0	0
956	444	1	Фата 1 ярус	40	1	1	0	0
957	445	1	Гирлянда-фамилия Гречанюк роз-серебро	80	1	1	8	0
958	445	1	Приглашение невесте с белым	15	1	1	0,5	0
959	446	1	Фотобутафория Девичник бел-красн-черн	180	1	1	0	0
960	447	1	Приглашение с конвертом	35	1	1	1,85	0
961	448	1	Гирлянда единор Алисе с синим	130	1	1	23,2	0
962	448	1	Конверт розовый единорог со звезд	50	1	1	3,7	0
963	448	1	Колпачки 5 шт	75	1	1	0	0
964	448	1	топпер с единорогом в торт	40	1	1	0	0
965	449	1	кольца на бокалы 10 шт (2 невесте)+3 пустые	78	1	1	7,4	0
966	449	1	Табличка Брайд	25	1	1	4,3	0
967	449	1	Гирлянда с кольцами	190	1	1	20,5	0
968	449	1	Фотобутафория 30-35 штук	300	1	1	59,3	0
969	450	1	Фотобутафория бело-розовый Девичник	180	1	1	0	0
970	450	1	Гирлянда брайд пати звезды	144	1	1	12,95	0
971	451	1	Кольца на бокалы 5 шт (1 с розовым)	30	1	1	3,7	0
972	451	1	Наклейки на шампанское 2 шт	50	1	1	3,7	0
973	452	1	Гирлянда-ананасики Дивич вечир	130	1	1	21,15	0
974	452	1	Гирлянда-фамилия фиол круг Шумская	100	1	1	10,15	0
975	452	1	Фотобутафория арбуз +2 шт	130	1	1	22	0
976	453	1	Гирлянда-фамилия Шкрибляк черно-золотая	100	1	1	7,9	0
977	454	1	Фотобутафория черно-роз с золотом свадеб	130	1	1	27,45	0
978	454	1	Приглашение с белым кружевом	15	1	1	0,5	0
979	454	1	Топперы Пыськи 5 больших и 5 мини	90	1	1	5	0
980	454	1	Наклейка на шампанское золотые с черным 3 шт	90	1	1	3,7	0
981	454	1	кольца на бокалы 4 шт	24	1	1	0	0
982	455	1	Фотобутафория бледно-роз с золотом свадебная	110	1	1	0	0
983	455	1	Фата 3 яруса 60 см	60	1	1	0	0
984	456	1	Гирлянда арбуз текст	210	1	1	20,35	0
985	456	1	Фотобутафория арбуз новая 3 шт	360	1	1	0	0
986	456	1	Речевые облачка 10 шт	150	1	1	0	0
987	456	1	Фламинго на палочке 10 шт	100	1	1	0	0
988	456	1	Коктейли 15 шт	150	1	1	0	0
989	457	1	Фотобутафория бело-голубая на укр	180	1	1	45,7	0
990	457	1	Фата бел 1 ярус	40	1	1	0	0
991	457	1	браслеты голубые 4 шт	60	1	1	0	0
992	458	1	Колпачки 9 шт	135	1	1	33,3	0
